row_index,cluster_index,cluster_representative
3902,6,geodesic dreams of buckminster fuller
3903,0,geodesic dreams of buckminster fuller
3904,0,geodesic dreams of buckminster fuller
3905,6,geodesic dreams of buckminster fuller
3906,0,geodesic dreams of buckminster fuller
3907,0,geodesic dreams of buckminster fuller
3908,0,geodesic dreams of buckminster fuller
3909,0,geodesic dreams of buckminster fuller
3910,0,geodesic dreams of buckminster fuller
3911,0,geodesic dreams of buckminster fuller
3912,0,geodesic dreams of buckminster fuller
3913,0,geodesic dreams of buckminster fuller
3914,0,geodesic dreams of buckminster fuller
3915,0,geodesic dreams of buckminster fuller
3916,0,geodesic dreams of buckminster fuller
3917,0,geodesic dreams of buckminster fuller
3918,0,geodesic dreams of buckminster fuller
3919,0,geodesic dreams of buckminster fuller
3920,0,geodesic dreams of buckminster fuller
3921,0,geodesic dreams of buckminster fuller
3922,0,geodesic dreams of buckminster fuller
3923,0,geodesic dreams of buckminster fuller
3924,0,geodesic dreams of buckminster fuller
3925,0,geodesic dreams of buckminster fuller
3926,0,geodesic dreams of buckminster fuller
3927,0,geodesic dreams of buckminster fuller
3928,0,geodesic dreams of buckminster fuller
3929,0,geodesic dreams of buckminster fuller
3930,0,geodesic dreams of buckminster fuller
3931,0,geodesic dreams of buckminster fuller
3932,0,geodesic dreams of buckminster fuller
3933,0,geodesic dreams of buckminster fuller
3934,0,geodesic dreams of buckminster fuller
3935,6,geodesic dreams of buckminster fuller
3936,6,geodesic dreams of buckminster fuller
3937,0,geodesic dreams of buckminster fuller
3938,3,geodesic dreams of buckminster fuller
3939,3,geodesic dreams of buckminster fuller
3940,3,geodesic dreams of buckminster fuller
3941,3,geodesic dreams of buckminster fuller
3942,0,geodesic dreams of buckminster fuller
3943,1,geodesic dreams of buckminster fuller
3944,0,geodesic dreams of buckminster fuller
3945,1,geodesic dreams of buckminster fuller
3946,1,geodesic dreams of buckminster fuller
3947,9,geodesic dreams of buckminster fuller
3948,0,geodesic dreams of buckminster fuller
3949,6,geodesic dreams of buckminster fuller
3950,0,geodesic dreams of buckminster fuller
3951,0,geodesic dreams of buckminster fuller
3952,0,geodesic dreams of buckminster fuller
3953,0,geodesic dreams of buckminster fuller
3954,0,geodesic dreams of buckminster fuller
3955,3,geodesic dreams of buckminster fuller
3956,0,geodesic dreams of buckminster fuller
3957,8,geodesic dreams of buckminster fuller
3958,0,geodesic dreams of buckminster fuller
3959,8,geodesic dreams of buckminster fuller
3960,8,geodesic dreams of buckminster fuller
3961,0,geodesic dreams of buckminster fuller
3962,8,geodesic dreams of buckminster fuller
3963,1,geodesic dreams of buckminster fuller
3964,1,geodesic dreams of buckminster fuller
3965,1,geodesic dreams of buckminster fuller
3966,0,geodesic dreams of buckminster fuller
3967,0,geodesic dreams of buckminster fuller
3968,0,geodesic dreams of buckminster fuller
3969,0,geodesic dreams of buckminster fuller
3970,0,geodesic dreams of buckminster fuller
3971,3,geodesic dreams of buckminster fuller
3972,0,geodesic dreams of buckminster fuller
3973,0,geodesic dreams of buckminster fuller
3974,2,geodesic dreams of buckminster fuller
3975,2,geodesic dreams of buckminster fuller
3976,0,geodesic dreams of buckminster fuller
3977,0,geodesic dreams of buckminster fuller
3978,0,geodesic dreams of buckminster fuller
3979,0,geodesic dreams of buckminster fuller
3980,2,geodesic dreams of buckminster fuller
3981,2,geodesic dreams of buckminster fuller
3982,0,geodesic dreams of buckminster fuller
3983,2,geodesic dreams of buckminster fuller
3984,0,geodesic dreams of buckminster fuller
3985,2,geodesic dreams of buckminster fuller
3986,2,geodesic dreams of buckminster fuller
3987,0,geodesic dreams of buckminster fuller
3988,0,geodesic dreams of buckminster fuller
3989,0,geodesic dreams of buckminster fuller
3990,2,geodesic dreams of buckminster fuller
3991,2,geodesic dreams of buckminster fuller
3992,0,geodesic dreams of buckminster fuller
3993,0,geodesic dreams of buckminster fuller
3994,0,geodesic dreams of buckminster fuller
3995,3,geodesic dreams of buckminster fuller
3996,6,geodesic dreams of buckminster fuller
3997,6,geodesic dreams of buckminster fuller
3998,6,geodesic dreams of buckminster fuller
3999,6,geodesic dreams of buckminster fuller
4000,6,geodesic dreams of buckminster fuller
4001,0,geodesic dreams of buckminster fuller
4002,0,geodesic dreams of buckminster fuller
4003,0,geodesic dreams of buckminster fuller
4004,0,geodesic dreams of buckminster fuller
4005,0,geodesic dreams of buckminster fuller
4006,0,geodesic dreams of buckminster fuller
4007,0,geodesic dreams of buckminster fuller
4008,0,geodesic dreams of buckminster fuller
4009,0,geodesic dreams of buckminster fuller
4010,0,geodesic dreams of buckminster fuller
4011,0,geodesic dreams of buckminster fuller
4012,0,geodesic dreams of buckminster fuller
4013,0,geodesic dreams of buckminster fuller
4014,0,geodesic dreams of buckminster fuller
4015,0,geodesic dreams of buckminster fuller
4016,0,geodesic dreams of buckminster fuller
4017,0,geodesic dreams of buckminster fuller
4018,0,geodesic dreams of buckminster fuller
4019,0,geodesic dreams of buckminster fuller
4020,0,geodesic dreams of buckminster fuller
4021,0,geodesic dreams of buckminster fuller
4022,0,geodesic dreams of buckminster fuller
4023,0,geodesic dreams of buckminster fuller
4024,0,geodesic dreams of buckminster fuller
4025,0,geodesic dreams of buckminster fuller
4026,0,geodesic dreams of buckminster fuller
4027,0,geodesic dreams of buckminster fuller
4028,0,geodesic dreams of buckminster fuller
4029,7,geodesic dreams of buckminster fuller
4030,7,geodesic dreams of buckminster fuller
4031,7,geodesic dreams of buckminster fuller
4032,7,geodesic dreams of buckminster fuller
4033,7,geodesic dreams of buckminster fuller
4034,0,geodesic dreams of buckminster fuller
4035,0,geodesic dreams of buckminster fuller
4036,0,geodesic dreams of buckminster fuller
4037,0,geodesic dreams of buckminster fuller
4038,0,geodesic dreams of buckminster fuller
4039,6,geodesic dreams of buckminster fuller
4040,8,geodesic dreams of buckminster fuller
4041,8,geodesic dreams of buckminster fuller
4042,0,geodesic dreams of buckminster fuller
4043,0,geodesic dreams of buckminster fuller
4044,0,geodesic dreams of buckminster fuller
4045,0,geodesic dreams of buckminster fuller
4046,0,geodesic dreams of buckminster fuller
4047,0,geodesic dreams of buckminster fuller
4048,0,geodesic dreams of buckminster fuller
4049,6,geodesic dreams of buckminster fuller
4050,6,geodesic dreams of buckminster fuller
4051,1,geodesic dreams of buckminster fuller
4052,0,geodesic dreams of buckminster fuller
4053,0,geodesic dreams of buckminster fuller
4054,0,geodesic dreams of buckminster fuller
4055,8,geodesic dreams of buckminster fuller
4056,0,geodesic dreams of buckminster fuller
4057,0,geodesic dreams of buckminster fuller
4058,0,geodesic dreams of buckminster fuller
4059,0,geodesic dreams of buckminster fuller
4060,0,geodesic dreams of buckminster fuller
4061,0,geodesic dreams of buckminster fuller
4062,0,geodesic dreams of buckminster fuller
4063,0,geodesic dreams of buckminster fuller
4064,6,geodesic dreams of buckminster fuller
4065,6,geodesic dreams of buckminster fuller
4066,6,geodesic dreams of buckminster fuller
4067,6,geodesic dreams of buckminster fuller
4068,6,geodesic dreams of buckminster fuller
4069,6,geodesic dreams of buckminster fuller
4070,6,geodesic dreams of buckminster fuller
4071,0,geodesic dreams of buckminster fuller
4072,0,geodesic dreams of buckminster fuller
4073,0,geodesic dreams of buckminster fuller
4074,0,geodesic dreams of buckminster fuller
4075,6,geodesic dreams of buckminster fuller
4076,0,geodesic dreams of buckminster fuller
4077,0,geodesic dreams of buckminster fuller
4078,0,geodesic dreams of buckminster fuller
4079,0,geodesic dreams of buckminster fuller
4080,0,geodesic dreams of buckminster fuller
4081,0,geodesic dreams of buckminster fuller
4082,8,geodesic dreams of buckminster fuller
4083,8,geodesic dreams of buckminster fuller
4084,8,geodesic dreams of buckminster fuller
4085,0,geodesic dreams of buckminster fuller
4086,0,geodesic dreams of buckminster fuller
4087,0,geodesic dreams of buckminster fuller
4088,0,geodesic dreams of buckminster fuller
4089,0,geodesic dreams of buckminster fuller
4090,0,geodesic dreams of buckminster fuller
4091,0,geodesic dreams of buckminster fuller
4092,0,geodesic dreams of buckminster fuller
4093,0,geodesic dreams of buckminster fuller
4094,0,geodesic dreams of buckminster fuller
4095,0,geodesic dreams of buckminster fuller
4096,8,geodesic dreams of buckminster fuller
4097,0,geodesic dreams of buckminster fuller
4098,0,geodesic dreams of buckminster fuller
4099,0,geodesic dreams of buckminster fuller
4100,0,geodesic dreams of buckminster fuller
4101,0,geodesic dreams of buckminster fuller
4102,0,geodesic dreams of buckminster fuller
4103,0,geodesic dreams of buckminster fuller
4104,0,geodesic dreams of buckminster fuller
4105,1,geodesic dreams of buckminster fuller
4106,1,geodesic dreams of buckminster fuller
4107,1,geodesic dreams of buckminster fuller
4108,1,geodesic dreams of buckminster fuller
4109,1,geodesic dreams of buckminster fuller
4110,1,geodesic dreams of buckminster fuller
4111,1,geodesic dreams of buckminster fuller
4112,1,geodesic dreams of buckminster fuller
4113,1,geodesic dreams of buckminster fuller
4114,1,geodesic dreams of buckminster fuller
4115,0,geodesic dreams of buckminster fuller
4116,6,geodesic dreams of buckminster fuller
4117,0,geodesic dreams of buckminster fuller
4118,0,geodesic dreams of buckminster fuller
4119,6,geodesic dreams of buckminster fuller
4120,0,geodesic dreams of buckminster fuller
4121,0,geodesic dreams of buckminster fuller
4122,0,geodesic dreams of buckminster fuller
4123,0,geodesic dreams of buckminster fuller
4124,3,geodesic dreams of buckminster fuller
4125,3,geodesic dreams of buckminster fuller
4126,3,geodesic dreams of buckminster fuller
4127,3,geodesic dreams of buckminster fuller
4128,3,geodesic dreams of buckminster fuller
4129,0,geodesic dreams of buckminster fuller
4130,0,geodesic dreams of buckminster fuller
4131,0,geodesic dreams of buckminster fuller
4132,0,geodesic dreams of buckminster fuller
4133,0,geodesic dreams of buckminster fuller
4134,6,geodesic dreams of buckminster fuller
4135,6,geodesic dreams of buckminster fuller
4136,6,geodesic dreams of buckminster fuller
4137,6,geodesic dreams of buckminster fuller
4138,6,geodesic dreams of buckminster fuller
4139,6,geodesic dreams of buckminster fuller
4140,0,geodesic dreams of buckminster fuller
4141,9,geodesic dreams of buckminster fuller
4142,4,geodesic dreams of buckminster fuller
4143,3,geodesic dreams of buckminster fuller
4144,3,geodesic dreams of buckminster fuller
4145,3,geodesic dreams of buckminster fuller
4146,3,geodesic dreams of buckminster fuller
4147,0,geodesic dreams of buckminster fuller
4148,0,geodesic dreams of buckminster fuller
4149,1,geodesic dreams of buckminster fuller
4150,1,geodesic dreams of buckminster fuller
4151,8,geodesic dreams of buckminster fuller
4152,8,geodesic dreams of buckminster fuller
4153,0,geodesic dreams of buckminster fuller
4154,0,geodesic dreams of buckminster fuller
4155,9,geodesic dreams of buckminster fuller
4156,9,geodesic dreams of buckminster fuller
4157,6,geodesic dreams of buckminster fuller
4158,0,geodesic dreams of buckminster fuller
4159,1,geodesic dreams of buckminster fuller
4160,1,geodesic dreams of buckminster fuller
4161,1,geodesic dreams of buckminster fuller
4162,0,geodesic dreams of buckminster fuller
4163,0,geodesic dreams of buckminster fuller
4164,0,geodesic dreams of buckminster fuller
4165,0,geodesic dreams of buckminster fuller
4166,0,geodesic dreams of buckminster fuller
4167,0,geodesic dreams of buckminster fuller
4168,6,geodesic dreams of buckminster fuller
4169,6,geodesic dreams of buckminster fuller
4170,0,geodesic dreams of buckminster fuller
4171,8,geodesic dreams of buckminster fuller
4172,3,geodesic dreams of buckminster fuller
4173,0,geodesic dreams of buckminster fuller
4174,0,geodesic dreams of buckminster fuller
4175,0,geodesic dreams of buckminster fuller
4176,6,geodesic dreams of buckminster fuller
4177,6,geodesic dreams of buckminster fuller
4178,8,geodesic dreams of buckminster fuller
4179,0,geodesic dreams of buckminster fuller
4180,0,geodesic dreams of buckminster fuller
4181,0,geodesic dreams of buckminster fuller
4182,0,geodesic dreams of buckminster fuller
4183,0,geodesic dreams of buckminster fuller
4184,6,geodesic dreams of buckminster fuller
4185,0,geodesic dreams of buckminster fuller
4186,0,geodesic dreams of buckminster fuller
4187,0,geodesic dreams of buckminster fuller
4188,0,geodesic dreams of buckminster fuller
4189,0,geodesic dreams of buckminster fuller
4190,0,geodesic dreams of buckminster fuller
4191,3,geodesic dreams of buckminster fuller
4192,8,geodesic dreams of buckminster fuller
4193,0,geodesic dreams of buckminster fuller
4194,3,geodesic dreams of buckminster fuller
4195,3,geodesic dreams of buckminster fuller
4196,0,geodesic dreams of buckminster fuller
4197,0,geodesic dreams of buckminster fuller
4198,0,geodesic dreams of buckminster fuller
4199,0,geodesic dreams of buckminster fuller
4200,0,geodesic dreams of buckminster fuller
4201,8,geodesic dreams of buckminster fuller
4202,8,geodesic dreams of buckminster fuller
4203,0,geodesic dreams of buckminster fuller
4204,0,geodesic dreams of buckminster fuller
4205,0,geodesic dreams of buckminster fuller
4206,3,geodesic dreams of buckminster fuller
4207,0,geodesic dreams of buckminster fuller
4208,0,geodesic dreams of buckminster fuller
4209,0,geodesic dreams of buckminster fuller
4210,0,geodesic dreams of buckminster fuller
4211,0,geodesic dreams of buckminster fuller
4212,0,geodesic dreams of buckminster fuller
4213,8,geodesic dreams of buckminster fuller
4214,8,geodesic dreams of buckminster fuller
4215,0,geodesic dreams of buckminster fuller
4216,6,geodesic dreams of buckminster fuller
4217,0,geodesic dreams of buckminster fuller
4218,0,geodesic dreams of buckminster fuller
4219,8,geodesic dreams of buckminster fuller
4220,0,geodesic dreams of buckminster fuller
4221,0,geodesic dreams of buckminster fuller
4222,0,geodesic dreams of buckminster fuller
4223,0,geodesic dreams of buckminster fuller
4224,6,geodesic dreams of buckminster fuller
4225,1,geodesic dreams of buckminster fuller
4226,0,geodesic dreams of buckminster fuller
4227,0,geodesic dreams of buckminster fuller
4228,0,geodesic dreams of buckminster fuller
4229,0,geodesic dreams of buckminster fuller
4230,0,geodesic dreams of buckminster fuller
4231,0,geodesic dreams of buckminster fuller
4232,0,geodesic dreams of buckminster fuller
4233,0,geodesic dreams of buckminster fuller
4234,0,geodesic dreams of buckminster fuller
4235,0,geodesic dreams of buckminster fuller
4236,0,geodesic dreams of buckminster fuller
4237,0,geodesic dreams of buckminster fuller
4238,0,geodesic dreams of buckminster fuller
4239,0,geodesic dreams of buckminster fuller
4240,0,geodesic dreams of buckminster fuller
4241,0,geodesic dreams of buckminster fuller
4242,0,geodesic dreams of buckminster fuller
4243,0,geodesic dreams of buckminster fuller
4244,0,geodesic dreams of buckminster fuller
4245,0,geodesic dreams of buckminster fuller
4246,0,geodesic dreams of buckminster fuller
4247,0,geodesic dreams of buckminster fuller
4248,6,geodesic dreams of buckminster fuller
4249,6,geodesic dreams of buckminster fuller
4250,6,geodesic dreams of buckminster fuller
4251,0,geodesic dreams of buckminster fuller
4252,0,geodesic dreams of buckminster fuller
4253,0,geodesic dreams of buckminster fuller
4254,0,geodesic dreams of buckminster fuller
4255,0,geodesic dreams of buckminster fuller
4256,8,geodesic dreams of buckminster fuller
4257,0,geodesic dreams of buckminster fuller
4258,8,geodesic dreams of buckminster fuller
4259,0,geodesic dreams of buckminster fuller
4260,0,geodesic dreams of buckminster fuller
4261,0,geodesic dreams of buckminster fuller
4262,0,geodesic dreams of buckminster fuller
4263,3,geodesic dreams of buckminster fuller
4264,0,geodesic dreams of buckminster fuller
4265,6,geodesic dreams of buckminster fuller
4266,0,geodesic dreams of buckminster fuller
4267,6,geodesic dreams of buckminster fuller
4268,6,geodesic dreams of buckminster fuller
4269,6,geodesic dreams of buckminster fuller
4270,6,geodesic dreams of buckminster fuller
4271,6,geodesic dreams of buckminster fuller
4272,0,geodesic dreams of buckminster fuller
4273,0,geodesic dreams of buckminster fuller
4274,0,geodesic dreams of buckminster fuller
4275,0,geodesic dreams of buckminster fuller
4276,4,geodesic dreams of buckminster fuller
4277,6,geodesic dreams of buckminster fuller
4278,1,geodesic dreams of buckminster fuller
4279,1,geodesic dreams of buckminster fuller
4280,1,geodesic dreams of buckminster fuller
4281,1,geodesic dreams of buckminster fuller
4282,3,geodesic dreams of buckminster fuller
4283,1,geodesic dreams of buckminster fuller
4284,1,geodesic dreams of buckminster fuller
4285,1,geodesic dreams of buckminster fuller
4286,0,geodesic dreams of buckminster fuller
4287,0,geodesic dreams of buckminster fuller
4288,1,geodesic dreams of buckminster fuller
4289,1,geodesic dreams of buckminster fuller
4290,1,geodesic dreams of buckminster fuller
4291,0,geodesic dreams of buckminster fuller
4292,0,geodesic dreams of buckminster fuller
4293,0,geodesic dreams of buckminster fuller
4294,0,geodesic dreams of buckminster fuller
4295,6,geodesic dreams of buckminster fuller
4296,0,geodesic dreams of buckminster fuller
4297,0,geodesic dreams of buckminster fuller
4298,0,geodesic dreams of buckminster fuller
4299,0,geodesic dreams of buckminster fuller
4300,8,geodesic dreams of buckminster fuller
4301,0,geodesic dreams of buckminster fuller
4302,0,geodesic dreams of buckminster fuller
4303,0,geodesic dreams of buckminster fuller
4304,0,geodesic dreams of buckminster fuller
4305,0,geodesic dreams of buckminster fuller
4306,0,geodesic dreams of buckminster fuller
4307,0,geodesic dreams of buckminster fuller
4308,0,geodesic dreams of buckminster fuller
4309,0,geodesic dreams of buckminster fuller
4310,0,geodesic dreams of buckminster fuller
4311,0,geodesic dreams of buckminster fuller
4312,8,geodesic dreams of buckminster fuller
4313,8,geodesic dreams of buckminster fuller
4314,0,geodesic dreams of buckminster fuller
4315,0,geodesic dreams of buckminster fuller
4316,8,geodesic dreams of buckminster fuller
4317,8,geodesic dreams of buckminster fuller
4318,8,geodesic dreams of buckminster fuller
4319,0,geodesic dreams of buckminster fuller
4320,0,geodesic dreams of buckminster fuller
4321,0,geodesic dreams of buckminster fuller
4322,0,geodesic dreams of buckminster fuller
4323,1,geodesic dreams of buckminster fuller
4324,1,geodesic dreams of buckminster fuller
4325,0,geodesic dreams of buckminster fuller
4326,0,geodesic dreams of buckminster fuller
4327,0,geodesic dreams of buckminster fuller
4328,3,geodesic dreams of buckminster fuller
4329,0,geodesic dreams of buckminster fuller
4330,0,geodesic dreams of buckminster fuller
4331,0,geodesic dreams of buckminster fuller
4332,0,geodesic dreams of buckminster fuller
4333,0,geodesic dreams of buckminster fuller
4334,0,geodesic dreams of buckminster fuller
4335,0,geodesic dreams of buckminster fuller
4336,0,geodesic dreams of buckminster fuller
4337,0,geodesic dreams of buckminster fuller
4338,0,geodesic dreams of buckminster fuller
4339,6,geodesic dreams of buckminster fuller
4340,0,geodesic dreams of buckminster fuller
4341,0,geodesic dreams of buckminster fuller
4342,0,geodesic dreams of buckminster fuller
4343,0,geodesic dreams of buckminster fuller
4344,0,geodesic dreams of buckminster fuller
4345,0,geodesic dreams of buckminster fuller
4346,0,geodesic dreams of buckminster fuller
4347,0,geodesic dreams of buckminster fuller
4348,0,geodesic dreams of buckminster fuller
4349,0,geodesic dreams of buckminster fuller
4350,0,geodesic dreams of buckminster fuller
4351,0,geodesic dreams of buckminster fuller
4352,0,geodesic dreams of buckminster fuller
4353,0,geodesic dreams of buckminster fuller
4354,0,geodesic dreams of buckminster fuller
4355,0,geodesic dreams of buckminster fuller
4356,0,geodesic dreams of buckminster fuller
4357,0,geodesic dreams of buckminster fuller
4358,0,geodesic dreams of buckminster fuller
4359,0,geodesic dreams of buckminster fuller
4360,0,geodesic dreams of buckminster fuller
4361,0,geodesic dreams of buckminster fuller
4362,0,geodesic dreams of buckminster fuller
4363,0,geodesic dreams of buckminster fuller
4364,0,geodesic dreams of buckminster fuller
4365,6,geodesic dreams of buckminster fuller
4366,0,geodesic dreams of buckminster fuller
4367,0,geodesic dreams of buckminster fuller
4368,0,geodesic dreams of buckminster fuller
4369,0,geodesic dreams of buckminster fuller
4370,0,geodesic dreams of buckminster fuller
4371,0,geodesic dreams of buckminster fuller
4372,0,geodesic dreams of buckminster fuller
4373,0,geodesic dreams of buckminster fuller
4374,1,geodesic dreams of buckminster fuller
4375,1,geodesic dreams of buckminster fuller
4376,1,geodesic dreams of buckminster fuller
4377,0,geodesic dreams of buckminster fuller
4378,8,geodesic dreams of buckminster fuller
4379,8,geodesic dreams of buckminster fuller
4380,8,geodesic dreams of buckminster fuller
4381,8,geodesic dreams of buckminster fuller
4382,8,geodesic dreams of buckminster fuller
4383,8,geodesic dreams of buckminster fuller
4384,8,geodesic dreams of buckminster fuller
4385,8,geodesic dreams of buckminster fuller
4386,0,geodesic dreams of buckminster fuller
4387,0,geodesic dreams of buckminster fuller
4388,0,geodesic dreams of buckminster fuller
4389,0,geodesic dreams of buckminster fuller
4390,0,geodesic dreams of buckminster fuller
4391,0,geodesic dreams of buckminster fuller
4392,0,geodesic dreams of buckminster fuller
4393,0,geodesic dreams of buckminster fuller
4394,0,geodesic dreams of buckminster fuller
4395,1,geodesic dreams of buckminster fuller
4396,0,geodesic dreams of buckminster fuller
4397,6,geodesic dreams of buckminster fuller
4398,6,geodesic dreams of buckminster fuller
4399,6,geodesic dreams of buckminster fuller
4400,6,geodesic dreams of buckminster fuller
4401,6,geodesic dreams of buckminster fuller
4402,6,geodesic dreams of buckminster fuller
4403,6,geodesic dreams of buckminster fuller
4404,6,geodesic dreams of buckminster fuller
4405,6,geodesic dreams of buckminster fuller
4406,6,geodesic dreams of buckminster fuller
4407,6,geodesic dreams of buckminster fuller
4408,0,geodesic dreams of buckminster fuller
4409,6,geodesic dreams of buckminster fuller
4410,0,geodesic dreams of buckminster fuller
4411,0,geodesic dreams of buckminster fuller
4412,0,geodesic dreams of buckminster fuller
4413,7,geodesic dreams of buckminster fuller
4414,6,geodesic dreams of buckminster fuller
4415,6,geodesic dreams of buckminster fuller
4416,6,geodesic dreams of buckminster fuller
4417,6,geodesic dreams of buckminster fuller
4418,0,geodesic dreams of buckminster fuller
4419,0,geodesic dreams of buckminster fuller
4420,9,geodesic dreams of buckminster fuller
4421,0,geodesic dreams of buckminster fuller
4422,0,geodesic dreams of buckminster fuller
4423,1,geodesic dreams of buckminster fuller
4424,0,geodesic dreams of buckminster fuller
4425,0,geodesic dreams of buckminster fuller
4426,0,geodesic dreams of buckminster fuller
4427,8,geodesic dreams of buckminster fuller
4428,0,geodesic dreams of buckminster fuller
4429,0,geodesic dreams of buckminster fuller
4430,0,geodesic dreams of buckminster fuller
4431,0,geodesic dreams of buckminster fuller
4432,0,geodesic dreams of buckminster fuller
4433,0,geodesic dreams of buckminster fuller
4434,0,geodesic dreams of buckminster fuller
4435,0,geodesic dreams of buckminster fuller
4436,0,geodesic dreams of buckminster fuller
4437,9,geodesic dreams of buckminster fuller
4438,9,geodesic dreams of buckminster fuller
4439,9,geodesic dreams of buckminster fuller
4440,0,geodesic dreams of buckminster fuller
4441,0,geodesic dreams of buckminster fuller
4442,1,geodesic dreams of buckminster fuller
4443,1,geodesic dreams of buckminster fuller
4444,1,geodesic dreams of buckminster fuller
4445,0,geodesic dreams of buckminster fuller
4446,0,geodesic dreams of buckminster fuller
4447,1,geodesic dreams of buckminster fuller
4448,4,geodesic dreams of buckminster fuller
4449,1,geodesic dreams of buckminster fuller
4450,0,geodesic dreams of buckminster fuller
4451,1,geodesic dreams of buckminster fuller
4452,1,geodesic dreams of buckminster fuller
4453,1,geodesic dreams of buckminster fuller
4454,3,geodesic dreams of buckminster fuller
4455,0,geodesic dreams of buckminster fuller
4456,6,geodesic dreams of buckminster fuller
4457,6,geodesic dreams of buckminster fuller
4458,6,geodesic dreams of buckminster fuller
4459,6,geodesic dreams of buckminster fuller
4460,6,geodesic dreams of buckminster fuller
4461,6,geodesic dreams of buckminster fuller
4462,6,geodesic dreams of buckminster fuller
4463,6,geodesic dreams of buckminster fuller
4464,6,geodesic dreams of buckminster fuller
4465,6,geodesic dreams of buckminster fuller
4466,6,geodesic dreams of buckminster fuller
4467,6,geodesic dreams of buckminster fuller
4468,6,geodesic dreams of buckminster fuller
4469,6,geodesic dreams of buckminster fuller
4470,6,geodesic dreams of buckminster fuller
4471,6,geodesic dreams of buckminster fuller
4472,6,geodesic dreams of buckminster fuller
4473,6,geodesic dreams of buckminster fuller
4474,8,geodesic dreams of buckminster fuller
4475,8,geodesic dreams of buckminster fuller
4476,8,geodesic dreams of buckminster fuller
4477,6,geodesic dreams of buckminster fuller
4478,1,geodesic dreams of buckminster fuller
4479,0,geodesic dreams of buckminster fuller
4480,0,geodesic dreams of buckminster fuller
4481,0,geodesic dreams of buckminster fuller
4482,0,geodesic dreams of buckminster fuller
4483,0,geodesic dreams of buckminster fuller
4484,0,geodesic dreams of buckminster fuller
4485,0,geodesic dreams of buckminster fuller
4486,0,geodesic dreams of buckminster fuller
4487,0,geodesic dreams of buckminster fuller
4488,0,geodesic dreams of buckminster fuller
4489,0,geodesic dreams of buckminster fuller
4490,0,geodesic dreams of buckminster fuller
4491,1,geodesic dreams of buckminster fuller
4492,1,geodesic dreams of buckminster fuller
4493,0,geodesic dreams of buckminster fuller
4494,0,geodesic dreams of buckminster fuller
4495,0,geodesic dreams of buckminster fuller
4496,0,geodesic dreams of buckminster fuller
4497,0,geodesic dreams of buckminster fuller
4498,0,geodesic dreams of buckminster fuller
4499,0,geodesic dreams of buckminster fuller
4500,0,geodesic dreams of buckminster fuller
4501,0,geodesic dreams of buckminster fuller
4502,0,geodesic dreams of buckminster fuller
4503,0,geodesic dreams of buckminster fuller
4504,0,geodesic dreams of buckminster fuller
4505,0,geodesic dreams of buckminster fuller
4506,0,geodesic dreams of buckminster fuller
4507,6,geodesic dreams of buckminster fuller
4508,6,geodesic dreams of buckminster fuller
4509,6,geodesic dreams of buckminster fuller
4510,0,geodesic dreams of buckminster fuller
4511,0,geodesic dreams of buckminster fuller
4512,0,geodesic dreams of buckminster fuller
4513,0,geodesic dreams of buckminster fuller
4514,0,geodesic dreams of buckminster fuller
4515,0,geodesic dreams of buckminster fuller
4516,3,geodesic dreams of buckminster fuller
4517,3,geodesic dreams of buckminster fuller
4518,3,geodesic dreams of buckminster fuller
4519,3,geodesic dreams of buckminster fuller
4520,3,geodesic dreams of buckminster fuller
4521,3,geodesic dreams of buckminster fuller
4522,3,geodesic dreams of buckminster fuller
4523,3,geodesic dreams of buckminster fuller
4524,3,geodesic dreams of buckminster fuller
4525,0,geodesic dreams of buckminster fuller
4526,3,geodesic dreams of buckminster fuller
4527,3,geodesic dreams of buckminster fuller
4528,0,geodesic dreams of buckminster fuller
4529,3,geodesic dreams of buckminster fuller
4530,3,geodesic dreams of buckminster fuller
4531,3,geodesic dreams of buckminster fuller
4532,3,geodesic dreams of buckminster fuller
4533,3,geodesic dreams of buckminster fuller
4534,3,geodesic dreams of buckminster fuller
4535,3,geodesic dreams of buckminster fuller
4536,3,geodesic dreams of buckminster fuller
4537,3,geodesic dreams of buckminster fuller
4538,0,geodesic dreams of buckminster fuller
4539,3,geodesic dreams of buckminster fuller
4540,3,geodesic dreams of buckminster fuller
4541,3,geodesic dreams of buckminster fuller
4542,3,geodesic dreams of buckminster fuller
4543,3,geodesic dreams of buckminster fuller
4544,3,geodesic dreams of buckminster fuller
4545,3,geodesic dreams of buckminster fuller
4546,3,geodesic dreams of buckminster fuller
4547,3,geodesic dreams of buckminster fuller
4548,3,geodesic dreams of buckminster fuller
4549,0,geodesic dreams of buckminster fuller
4550,0,geodesic dreams of buckminster fuller
4551,0,geodesic dreams of buckminster fuller
4552,0,geodesic dreams of buckminster fuller
4553,0,geodesic dreams of buckminster fuller
4554,3,geodesic dreams of buckminster fuller
4555,3,geodesic dreams of buckminster fuller
4556,3,geodesic dreams of buckminster fuller
4557,3,geodesic dreams of buckminster fuller
4558,0,geodesic dreams of buckminster fuller
4559,0,geodesic dreams of buckminster fuller
4560,0,geodesic dreams of buckminster fuller
4561,0,geodesic dreams of buckminster fuller
4562,1,geodesic dreams of buckminster fuller
4563,0,geodesic dreams of buckminster fuller
4564,0,geodesic dreams of buckminster fuller
4565,0,geodesic dreams of buckminster fuller
4566,0,geodesic dreams of buckminster fuller
